transaction_id,customer_id,order_date,amount,quantity,channel
T007726,C00131,2024-04-15,$113.74,3,WEB 
T003552,C00499,"November 15, 2024",102.12,1,Web
T006266,C00509,2024-11-16,$139.33,1,WEB 
T002051,C00409,"October 18, 2024",170.37,1,in-store
T007215,C00614,"January 25, 2024", 187.39 ,1,Mobile
T000303,C00687,2024-12-06,227.14,5,web
T001032,C00090,21/07/2024, 88.15 ,1,in-store
T002313,C00057,2024-02-03T22:32:00Z,$90.67,4,In-Store
T007183,C00762,2024-01-27,144.92,2,In-Store
T006648,C00088,2024-05-14T15:16:00Z, 161.66 ,null,Web
T005382,C00237,19/08/2024, 114.36 ,5,Mobile
T002273,C00492,14/05/2024,$108.58,2,Web
T002940, C00798 ,2024-09-05T17:21:00Z, 178.31 ,3,in-store
T006862,C00576,"August 1, 2024",$134.34,1,Web
T001162,C00465,"May 22, 2024",192.61,1,In-Store
T001251,C00270,"May 21, 2024",$53.81,1,In-Store
T003389,C00704,2024-05-13,$155.87,5, mobile
T002489,C00454,26/01/2024,$97.62,3,In-Store
T006718,C00178,"September 18, 2024",$125.78,4,In-Store
T003878,C00322,15/08/2024, 211.18 ,2,web
T002293,C00844,2024-09-18, 114.72 ,3,In-Store
T007481,C00477,2024-04-26T10:15:00Z,$51.03,1, mobile
T000474,C00326,"April 18, 2024",$207.82,5,Web
T004816,C00207,"June 24, 2024",125.08,3,WEB 
T005608,C00450,2024-01-28,$62.32,4, mobile
T002187,C00726,08/02/2024,$97.34,2,Mobile
T006515,C00777,"September 12, 2024",219.95,4,Mobile
T004602,C00055,"October 19, 2024", 171.64 ,2,In-Store
T005797,C00603,2024-04-06,$21.88,3,Web
T003925,C00743,28/04/2024,$72.03,4,Mobile
T005675, C00609 ,2024-06-16T22:05:00Z,$63.88,5, mobile
T002477,C00135,"July 27, 2024", 51.72 ,4, mobile
T001337,C00844,11/11/2024, 57.09 ,5,Mobile
T006779,C00159,2024-08-24,172.31,2,in-store
T001909,C00039,2024-06-06T02:18:00Z, 88.96 ,4,web
T001699, C00860 ,2024-10-15T01:12:00Z, 191.14 ,N/A,Web
T004034,C00213,25/05/2024, 196.06 ,4, mobile
T005147,C00184,"November 13, 2024",151.15,4,in-store
T006362,C00796,"October 1, 2024", 87.72 ,4,Mobile
T001312,C00398,2024-02-23, 182.48 ,1,in-store
T000678,C00547,2024-05-23T19:39:00Z, 110.89 ,2,in-store
T003496,C00515,2024-03-08, 149.27 ,1,Web
T005170,C00451,2024-05-26, 98.19 ,5, mobile
T000941,C00649,2024-07-25T03:34:00Z,$50.17,4,in-store
T005151,C00420,12/11/2024,155.50,5,Mobile
T002588,C00526,"February 27, 2024",$183.08,1,in-store
T007059,C00544,2024-04-15,$85.16,4,In-Store
T000214,C00827,2024-09-06, 152.87 ,5,WEB 
T000751, C00790 ,07/11/2024,57.33,2, mobile
T007460,C00128,"June 11, 2024", 100.75 ,5,Mobile
T001060,C00560,"March 2, 2024",6.39,4, mobile
T002413,C00159,"April 14, 2024", 90.98 ,4,Web
T003573,C00229,"October 20, 2024",56.05,1,in-store
T005225, C00297 ,2024-11-10T19:45:00Z,$149.98,4,in-store
T004237,C00242,"November 8, 2024", 103.11 ,5,Web
T000630,C00297,"February 5, 2024",86.06,null,Mobile
T002848,C00126,"July 23, 2024", 189.22 ,1,In-Store
T004177,C00222,"November 16, 2024",90.16,1,in-store
T007032,C00401,"January 24, 2024",$47.71,2,Web
T000997,C00412,27/10/2024, 190.19 ,1,In-Store
T002921,C00004,"July 20, 2024", 157.65 ,5, mobile
T001240, C00699 ,2024-11-06T22:37:00Z,$124.48,5, mobile
T006080,C00584,25/09/2024,118.32,2,WEB 
T007392,C00575,2024-01-16T08:48:00Z,$259.18,3,In-Store
T006538, C00096 ,"December 7, 2024",$130.59,3,web
T000708,C00683,2024-06-08T05:07:00Z,136.56,1,WEB 
T003126,C00032,2024-07-28T22:09:00Z,$83.53,1,In-Store
T003940,C00800,2024-05-27, 158.20 ,5,WEB 
T006882,C00767,2024-12-22,33.77,5,WEB 
T003176,C00391,"November 21, 2024",145.27,5,Web
T001778,C00593,"June 25, 2024",32.69,,In-Store
T006183,C00342,2024-05-07,$113.75,4, mobile
T005660,C00812,2024-11-14T19:38:00Z,$207.57,1,WEB 
T001999,C00746,22/03/2024,97.57,2,Mobile
T000311,C00275,2024-01-25T13:11:00Z,150.60,1,Web
T007521,C00372,07/09/2024,175.00,4,Web
T006446,C00704,13/10/2024,$79.38,1, mobile
T001432,C00245,"October 3, 2024",$217.79,3,web
T000072,C00877,12/04/2024,$147.25,3,In-Store
T001846, C00302 ,14/02/2024, 123.40 ,2,Mobile
T005393,C00228,2024-05-03T12:28:00Z, 124.51 ,4, mobile
T006484,C00446,2024-02-07, 153.41 ,2,Web
T002098,C00128,2024-02-22T05:11:00Z,102.28,3,WEB 
T006338,C00542,"August 4, 2024", 54.24 ,4,in-store
T000027,C00429,2024-06-27, 195.15 ,4,Mobile
T000953,C00245,"December 19, 2024",$118.80,1,Mobile
T004305,C00790,"April 27, 2024",$103.44,1,Web
T000400,C00050,2024-07-21T04:11:00Z, 217.44 ,1,WEB 
T006401,C00784,"June 11, 2024",173.78,5,web
T000559,C00806,17/11/2024, 30.82 ,2, mobile
T006407, C00312 ,2024-11-05,$67.50,3,WEB 
T007036, C00863 ,2024-01-25T16:39:00Z,57.60,2, mobile
T005012,C00296,2024-03-15, 17.68 ,5,WEB 
T007929,C00856,03/07/2024,123.35,4,In-Store
T006363,C00730,"February 27, 2024",$72.96,3,in-store
T004197, C00852 ,2024-08-06, 74.06 ,3,WEB 
T002780,C00882,2024-08-08T05:31:00Z, 138.44 ,4,Web
T007751,C00609,13/12/2024,$41.71,5, mobile
T001333, C00162 ,2024-02-06T07:07:00Z,$67.65,2,in-store
T004879,C00285,19/01/2024, 273.13 ,5,Web
T006137, C00387 ,21/12/2024, 147.47 ,5,in-store
T004774,C00763,"August 5, 2024",1.00,2,in-store
T007682,C00652,14/06/2024, 205.75 ,4,Web
T002866,C00691,21/05/2024,$169.19,4, mobile
T003685, C00354 ,2024-07-20,$214.98,1,in-store
T003169,C00554,"January 11, 2024", 49.91 ,3,Mobile
T001260, C00615 ,"March 6, 2024", 203.69 ,1,WEB 
T005931,C00048,01/06/2024,10.97,5,In-Store
T000968,C00649,2024-04-11T04:15:00Z, 67.09 ,2, mobile
T005424,C00630,12/02/2024,147.24,2,web
T001651,C00330,"June 13, 2024",137.77,1,In-Store
T001764,C00367,2024-04-26,$77.30,5,Web
T003346,C00383,2024-04-12, 162.64 ,4,In-Store
T006494, C00369 ,2024-10-28T01:45:00Z,$223.18,1,Mobile
T002777,C00694,01/08/2024, 67.77 ,3, mobile
T006048,C00270,2024-11-03T12:14:00Z,$97.76,3,web
T007201,C00369,"February 13, 2024", 232.59 ,4, mobile
T001687,C00822,2024-07-08,175.92,1,web
T005347,C00784,27/12/2024,211.01,4,Web
T001061,C00884,2024-12-20,58.12,2,web
T005783,C00078,"September 27, 2024", 19.80 ,NA, mobile
T000900,C00049,16/08/2024, 81.40 ,1,Mobile
T006919,C00320,2024-08-15,$162.70,3,web
T003256,C00367,14/03/2024,$60.86,3,Web
T004169,C00678,"March 21, 2024",170.40,1,web
T003336,C00306,2024-10-17T08:00:00Z, 136.70 ,2,Web
T006923,C00774,"April 24, 2024", 49.11 ,4,web
T002818,C00300,"July 28, 2024", 144.80 ,4,WEB 
T000873,C00184,20/08/2024, 101.98 ,4,in-store
T003931,C00056,"October 6, 2024",203.07,2,Mobile
T001263,C00759,2024-11-17,26.03,2,WEB 
T004819,C00463,2024-05-18T02:37:00Z, 192.21 ,1,WEB 
T003816,C00605,28/11/2024,$197.09,4,Web
T003475,C00776,2024-05-23,137.75,4,Mobile
T000158,C00053,"January 15, 2024",224.83,2,in-store
T000720,C00594,11/02/2024, 6.42 ,2,Mobile
T006822,C00382,"October 9, 2024",$61.31,2,in-store
T005832, C00689 ,"December 28, 2024",161.69,2,web
T007713,C00008,2024-07-21T17:10:00Z, 159.52 ,2,Web
T002025,C00109,2024-03-12T21:19:00Z,$153.32,5,in-store
T005175,C00102,21/03/2024, 64.98 ,3,Web
T001596,C00877,"June 11, 2024",$162.02,1,web
T001206,C00150,2024-04-19T00:38:00Z,$75.55,4,in-store
T006098, C00871 ,2024-11-13T14:30:00Z,73.46,5,in-store
T005887,C00638,07/03/2024, 127.04 ,5,Web
T005455,C00648,2024-03-22,$177.82,4,web
T002900,C00873,2024-07-17, 119.64 ,2,WEB 
T007196,C00319,04/12/2024, 127.73 ,5,web
T004703,C00237,2024-01-20T07:55:00Z, 34.75 ,5,in-store
T004668,C00244,"January 16, 2024", 123.08 ,2,WEB 
T002531,C00760,2024-05-02,$93.92,4,Mobile
T004562,C00062,"February 24, 2024",132.93,1,Mobile
T004777,C00049,01/03/2024, 136.96 ,2,in-store
T007076,C00265,22/10/2024,69.48,3,Web
T002142,C00604,"April 2, 2024",$81.55,2,WEB 
T005112,C00102,"October 18, 2024",265.21,4,in-store
T007123,C00473,24/10/2024,$228.23,4,WEB 
T004508,C00547,27/03/2024,159.01,4,In-Store
T003263,C00756,"January 12, 2024",$182.64,1,in-store
T001963,C00231,"March 16, 2024",$95.96,3,web
T005705,C00522,15/07/2024,62.24,3,In-Store
T003506,C00543,"March 26, 2024",65.24,4,WEB 
T004053,C00328,02/07/2024,193.91,null,WEB 
T007672,C00728,"December 26, 2024",$144.79,4,Web
T001239,C00616,"April 14, 2024",$348.40,5,in-store
T007639,C00466,"April 14, 2024",$141.53,1,Mobile
T004709, C00249 ,2024-06-04, 233.23 ,3, mobile
T005723,C00034,2024-05-25,$138.13,2,web
T000098,C00657,2024-08-01,211.70,2,In-Store
T003430,C00126,"February 5, 2024", 100.31 ,5,in-store
T001098,C00275,2024-07-16,$122.00,2,WEB 
T003084,C00032,"July 2, 2024",$91.70,2, mobile
T006467,C00193,"October 7, 2024", 117.91 ,1, mobile
T002781,C00284,"June 26, 2024", 48.81 ,5,web
T004304,C00599,"July 2, 2024", 25.66 ,5,in-store
T003642,C00385,"August 26, 2024",$1.00,3,web
T003905, C00507 ,05/11/2024,201.96,2,Mobile
T005833,C00793,2024-05-05T07:25:00Z,$177.20,3,In-Store
T006663,C00663,2024-03-02T10:38:00Z,$106.27,4,Mobile
T004826,C00121,28/04/2024,197.91,3,Web
T001817, C00620 ,"January 26, 2024",$198.14,2,In-Store
T003864,C00483,2024-07-21,$13.40,5,In-Store
T001667, C00690 ,2024-03-01T09:08:00Z,62.63,5,WEB 
T000116,C00145,2024-12-26,$254.77,1,Web
T001625, C00693 ,2024-06-13T03:20:00Z,$143.58,5,Web
T000832,C00259,13/05/2024,$83.88,5, mobile
T003740,C00870,"June 12, 2024", 1.00 ,4,Mobile
T006039,C00350,2024-07-10,$158.49,5,In-Store
T002379,C00873,2024-08-27,67.80,1, mobile
T007795,C00443,"March 3, 2024",$81.46,5,In-Store
T002335,C00410,10/02/2024, 102.61 ,N/A,Mobile
T002550,C00590,13/12/2024, 120.50 ,3, mobile
T002893,C00442,2024-03-18,87.64,N/A,in-store
T006050,C00418,"July 19, 2024", 228.11 ,2, mobile
T001997,C00668,"October 2, 2024", 156.83 ,3,In-Store
T006786,C00281,2024-10-27T15:34:00Z, 112.24 ,3,Mobile
T006468,C00771,27/03/2024,107.64,2,In-Store
T004365,C00515,2024-03-18, 170.41 ,1, mobile
T003526,C00852,2024-02-20,83.76,4,WEB 
T006257,C00009,2024-06-04, 1.00 ,N/A,WEB 
T003311,C00278,17/12/2024,151.41,2,Mobile
T002213,C00773,07/07/2024, 38.36 ,3,in-store
T005043, C00773 ,2024-11-05T04:35:00Z,75.92,2,Mobile
T007688,C00880,2024-02-25, 92.85 ,1,In-Store
T000317,C00585,2024-08-20T15:29:00Z,$252.78,5,In-Store
T000191, C00032 ,2024-03-07, 191.44 ,3,WEB 
T005367,C00758,"May 9, 2024",$128.34,3,Mobile
T007223,C00807,"April 24, 2024",$141.16,5, mobile
T000511,C00279,27/11/2024,$90.43,2,Mobile
T005564,C00051,2024-05-13,$166.48,4,WEB 
T005260, C00328 ,18/10/2024,$177.18,4,in-store
T003649,C00539,2024-02-14T15:15:00Z,$12.80,3,web
T007209,C00734,"August 7, 2024",$92.34,3,Web
T006646,C00694,2024-08-23T11:59:00Z,$46.62,5,web
T003255,C00835,2024-08-09T03:03:00Z, 216.51 ,3,web
T001861,C00788,16/12/2024,147.57,3,In-Store
T004955,C00738,"January 2, 2024", 100.06 ,5,WEB 
T000071,C00584,"December 15, 2024", 145.15 ,5,In-Store
T007231,C00363,18/12/2024,$62.17,4, mobile
T003308, C00818 ,06/09/2024,$173.72,1,Web
T007398,C00555,"February 24, 2024",$76.80,N/A, mobile
T000823,C00190,"October 19, 2024", 115.60 ,,In-Store
T005537,C00061,2024-12-15T16:19:00Z,$72.24,3, mobile
T001141,C00038,2024-01-02T01:01:00Z, 111.34 ,4,Mobile
T007986,C00258,13/06/2024, 247.24 ,2,Web
T007110,C00343,2024-04-20, 93.64 ,3,in-store
T003767, C00660 ,"January 17, 2024",117.48,3,Mobile
T004735,C00761,2024-01-27,79.00,4,web
T001223,C00097,2024-06-09,145.17,1, mobile
T001911, C00805 ,2024-10-18,112.79,4,in-store
T000365,C00174,20/04/2024,89.32,2, mobile
T002470,C00444,2024-10-28T02:30:00Z, 33.10 ,1,Mobile
T007807,C00176,"June 25, 2024",$117.71,NA,Web
T001790,C00398,"July 11, 2024", 55.37 ,,in-store
T002261,C00473,2024-12-08T09:40:00Z,182.41,5,in-store
T007783, C00792 ,"October 9, 2024",$101.49,4,in-store
T000800, C00682 ,2024-06-07T22:39:00Z,$128.39,2, mobile
T003324,C00829,2024-07-14,1.00,1,Mobile
T000468,C00566,24/05/2024,$143.12,2,in-store
T000869,C00185,2024-03-18T01:08:00Z,$194.22,4,In-Store
T001233,C00604,2024-11-18T16:50:00Z,$106.85,4,Mobile
T005538,C00371,12/07/2024,$148.45,5,WEB 
T002659,C00240,02/08/2024, 67.66 ,4,Web
T001040,C00865,16/09/2024,114.00,2,WEB 
T000067,C00715,26/01/2024, 110.64 ,1,Mobile
T003498,C00302,04/03/2024,70.01,5,Web
T005573,C00825,26/06/2024,186.77,2,in-store
T003926,C00264,"January 28, 2024",112.52,3,in-store
T001024,C00210,2024-02-20T03:47:00Z,$106.23,1,in-store
T004499,C00874,2024-09-03T14:07:00Z, 109.90 ,1, mobile
T005513,C00873,"February 11, 2024",$141.21,2,in-store
T006825,C00186,02/07/2024, 61.56 ,5,WEB 
T000050, C00469 ,"April 21, 2024",156.26,3,Web
T007200,C00489,"July 20, 2024", 36.42 ,5,Web
T002230,C00476,08/02/2024,$164.09,3, mobile
T006875,C00361,18/10/2024, 159.59 ,3,WEB 
T006905,C00393,18/12/2024,59.25,2,in-store
T005986,C00199,2024-12-23,$133.33,null,Web
T001214,C00424,2024-01-17T09:32:00Z, 94.88 ,null,Web
T000169,C00263,"September 2, 2024",$147.52,4, mobile
T005029,C00001,2024-08-14T06:58:00Z, 116.72 ,4,In-Store
T005328,C00143,2024-01-19T06:15:00Z, 148.90 ,1,web
T007075,C00325,10/11/2024,$205.95,4,Web
T001880,C00574,2024-11-13T12:23:00Z,$88.19,4,In-Store
T005791,C00030,2024-12-05T13:51:00Z,28.17,1,web
T007453,C00303,"October 4, 2024",$136.10,4,Mobile
T001857,C00706,"January 12, 2024",122.24,5,web
T001396,C00282,2024-03-23T01:25:00Z,$282.10,4,Mobile
T006963,C00047,2024-05-07,$13.18,1,In-Store
T005880,C00523,2024-08-16,$124.78,3,in-store
T001253,C00778,2024-10-03T18:24:00Z,$274.74,1,Web
T001065, C00594 ,21/03/2024,$203.88,5,web
T004575,C00549,"June 9, 2024",55.45,4,WEB 
T005585,C00630,05/08/2024,1.00,3,In-Store
T007376,C00645,2024-12-10, 136.55 ,1, mobile
T004692,C00503,2024-08-26, 211.60 ,1,In-Store
T007391,C00017,05/10/2024, 13.35 ,5,WEB 
T005668,C00322,"August 9, 2024",145.52,4,Mobile
T000763,C00305,"September 4, 2024",$158.39,5, mobile
T006180,C00017,2024-02-08T10:58:00Z,$182.44,5,in-store
T001107,C00723,2024-12-06,$99.72,4,WEB 
T002233,C00706,25/09/2024, 161.82 ,3,web
T003525,C00765,2024-02-03T15:29:00Z, 170.61 ,3,WEB 
T004125,C00171,23/05/2024, 105.58 ,5,Mobile
T005588,C00798,2024-05-17T12:31:00Z, 151.61 ,5,In-Store
T007570,C00861,2024-06-19,163.17,3,In-Store
T002511,C00709,2024-12-18,86.44,2,Mobile
T007013,C00364,"December 8, 2024", 124.71 ,2, mobile
T004734,C00165,03/12/2024,$179.93,4,WEB 
T001994, C00782 ,"September 27, 2024",180.39,4,in-store
T003088,C00349,2024-08-11,$217.22,4,Mobile
T000362,C00017,17/05/2024,167.00,1,in-store
T004579,C00525,25/06/2024,143.71,null,Mobile
T005466,C00257,2024-01-21,$1.00,2,Mobile
T007108,C00875,2024-12-09T15:16:00Z,$205.72,4,Web
T003408,C00145,2024-11-07T20:02:00Z, 149.62 ,2,Web
T007218,C00367,2024-09-12T23:54:00Z,96.13,2,Web
T000141,C00310,"October 20, 2024", 126.10 ,3,Mobile
T004829,C00372,25/09/2024,$121.86,5, mobile
T001756,C00363,"February 21, 2024",163.23,4,In-Store
T004674,C00828,2024-03-17T15:18:00Z, 209.93 ,3,Mobile
T000923,C00432,"January 1, 2024",242.64,3,Mobile
T000271, C00022 ,07/08/2024,$140.29,5, mobile
T007694,C00673,"November 26, 2024",81.11,1,Mobile
T006588, C00655 ,2024-11-15,$1.00,2, mobile
T002036,C00304,"July 14, 2024",$90.78,4,Web
T003096,C00441,2024-08-11,$1.00,2,web
T005713,C00043,2024-11-05T02:46:00Z,32.34,1,Web
T005589,C00802,2024-09-27, 122.44 ,5,Mobile
T001534,C00270,2024-04-27T07:48:00Z,$84.04,2,Web
T004525,C00707,2024-08-04T02:25:00Z,195.53,5,Web
T004201,C00203,12/04/2024, 42.17 ,1,in-store
T003370,C00852,"July 8, 2024",$78.87,5, mobile
T005133,C00718,"December 3, 2024",$147.70,1,web
T003942,C00595,2024-01-03T18:48:00Z,$84.75,2,In-Store
T004834,C00436,"May 4, 2024",55.31,2, mobile
T003334,C00534,2024-07-21T10:53:00Z,102.37,1,web
T007520,C00078,2024-11-02T13:49:00Z,109.43,3, mobile
T006346,C00334,13/07/2024,165.61,3,Web
T007207,C00117,"December 10, 2024",10.72,5, mobile
T007787,C00343,01/06/2024,16.76,4,In-Store
T003232,C00252,2024-03-21T17:08:00Z,129.59,4,WEB 
T003377,C00346,2024-07-10T17:20:00Z,123.90,1,WEB 
T000241,C00020,10/11/2024,151.00,2,Mobile
T003757,C00661,2024-11-11, 187.08 ,1,web
T007670,C00295,"April 4, 2024",$68.44,3,in-store
T007227,C00103,"April 26, 2024", 23.81 ,1,in-store
T001493,C00697,2024-08-23T01:09:00Z, 272.22 ,5,WEB 
T004687,C00836,"December 9, 2024", 34.20 ,3,Web
T001548,C00688,2024-04-11,$47.92,1, mobile
T002420,C00371,22/07/2024,$131.59,2,WEB 
T001714,C00638,2024-01-07T12:58:00Z, 157.50 ,5,web
T007811,C00241,2024-02-08T23:23:00Z,$230.70,5,web
T003634,C00397,2024-03-15T05:04:00Z,$174.06,2,In-Store
T004483, C00439 ,"September 13, 2024", 175.37 ,4,Web
T004279,C00394,"November 15, 2024", 129.40 ,1,web
T000927,C00132,2024-01-24, 74.79 ,1,web
T000934,C00001,"December 8, 2024",$115.39,4,In-Store
T001271,C00447,"December 5, 2024", 86.38 ,4,in-store
T004278,C00052,"May 14, 2024", 86.70 ,3, mobile
T006587,C00134,2024-01-17T00:37:00Z, 156.52 ,3,Mobile
T004835, C00012 ,03/09/2024,$145.32,4,Web
T001872,C00605,2024-03-24T17:26:00Z,79.50,5, mobile
T002009,C00214,"September 27, 2024",63.36,3,in-store
T001646,C00040,2024-07-06T16:28:00Z,$49.38,3,Web
T003094,C00276,"December 12, 2024", 93.23 ,4, mobile
T006245,C00897,"November 28, 2024", 1.00 ,2,in-store
T001139,C00600,02/02/2024,223.33,5,in-store
T006392,C00462,02/05/2024, 160.05 ,3,web
T006301,C00715,25/05/2024,$182.96,null,Web
T005034,C00333,"March 10, 2024",$71.25,4, mobile
T001328,C00019,2024-03-08,$76.14,3,In-Store
T005855,C00160,2024-04-14T23:46:00Z,$58.40,5,Web
T005400,C00572,2024-09-22,$187.14,3, mobile
T004423,C00494,11/02/2024,$104.11,3,web
T003846,C00113,"April 1, 2024", 1.00 ,1,In-Store
T005117,C00157,28/10/2024,199.57,5,Web
T000815,C00778,"June 14, 2024",195.42,1, mobile
T007884,C00231,12/09/2024,224.74,5,Mobile
T005942,C00609,20/01/2024, 156.15 ,3,WEB 
T004749,C00489,2024-05-05T21:16:00Z,106.08,4,Web
T007314,C00423,2024-05-10,57.26,4,In-Store
T003357,C00706,2024-09-18T17:12:00Z, 270.16 ,,web
T006660,C00150,"March 17, 2024", 89.15 ,4,Web
T006284,C00723,2024-09-24T09:41:00Z,61.49,4,Mobile
T004217, C00710 ,18/06/2024,48.45,2,web
T000368,C00476,24/03/2024,$43.02,3,web
T005345,C00872,2024-03-10T15:06:00Z,147.55,2,web
T005704,C00415,2024-12-10T01:02:00Z,$118.44,3,In-Store
T003495,C00692,25/12/2024,$160.46,2,Web
T005157,C00346,"October 2, 2024",168.76,2,In-Store
T000036,C00036,2024-04-28, 101.31 ,1,Mobile
T001009,C00140,"June 12, 2024", 119.29 ,5,In-Store
T002309,C00705,2024-09-22T22:07:00Z,$103.95,5,WEB 
T000775,C00528,2024-03-27,$85.70,4,WEB 
T006128,C00548,06/11/2024,$148.93,5,In-Store
T006196,C00024,22/02/2024,1.00,4,Mobile
T002215,C00360,"June 21, 2024", 237.01 ,5,in-store
T007404,C00233,06/08/2024, 155.49 ,3,In-Store
T006530,C00183,"April 4, 2024",$1.00,1,in-store
T001137,C00490,2024-06-08,160.85,4,Mobile
T000662,C00236,27/08/2024,27.75,2,Mobile
T002888,C00111,"December 19, 2024", 73.32 ,2,Mobile
T000826,C00577,"May 5, 2024",$114.99,1,In-Store
T003993,C00087,"November 11, 2024",$152.89,5,web
T002905,C00351,2024-09-12T19:11:00Z,1.00,4,WEB 
T005188,C00424,"October 11, 2024",$109.76,3,WEB 
T001073,C00866,2024-10-14,$29.88,4,in-store
T002668,C00804,"December 26, 2024",$102.13,2,in-store
T006119,C00887,"May 21, 2024",158.79,5,WEB 
T001895,C00546,"January 1, 2024",118.33,2,Web
T006614,C00880,2024-02-06T05:01:00Z, 223.25 ,2,In-Store
T002113,C00833,"June 12, 2024",12.28,1,Mobile
T002237,C00279,"September 4, 2024", 243.82 ,1,web
T006097,C00528,2024-01-17, 176.24 ,4,WEB 
T001801,C00221,"November 12, 2024",$165.88,2, mobile
T000087, C00241 ,"March 28, 2024", 82.56 ,1,Web
T003423,C00062,2024-09-21T00:32:00Z, 110.77 ,2,Web
T002892,C00704,"February 14, 2024", 137.56 ,N/A, mobile
T006278,C00031,2024-03-17T13:38:00Z,$71.12,5,Mobile
T001728, C00273 ,"January 27, 2024",$112.35,5,Mobile
T000289,C00545,07/04/2024, 163.53 ,2,In-Store
T001140,C00370,2024-10-02T22:44:00Z,115.89,4,In-Store
T005707,C00708,2024-03-13, 84.39 ,4,WEB 
T006046,C00065,08/04/2024,146.48,3,WEB 
T007235,C00039,2024-12-07, 121.15 ,5,Web
T006848,C00242,"September 24, 2024", 108.43 ,3,in-store
T005889,C00860,"June 9, 2024", 152.69 ,2,Web
T002412,C00299,05/09/2024, 135.44 ,3,web
T002798,C00273,2024-05-12,183.47,3,WEB 
T004311, C00353 ,2024-10-26,$135.32,5,Web
T000376,C00206,"December 14, 2024",$12.16,4,In-Store
T004921,C00153,2024-11-26T03:32:00Z, 15.14 ,3,WEB 
T000661,C00474,2024-01-19T22:06:00Z,$38.16,3,WEB 
T004147,C00468,2024-09-15T19:34:00Z, 103.42 ,NA,In-Store
T002485,C00383,"October 25, 2024",68.15,5,web
T005430,C00022,"October 26, 2024",$129.26,2,Mobile
T001571,C00417,2024-12-01T21:14:00Z, 187.86 ,5,Mobile
T003310,C00663,20/04/2024,106.80,3,In-Store
T002694,C00524,2024-03-06T11:52:00Z,$25.22,4, mobile
T003349,C00482,2024-09-20T14:47:00Z,52.42,1,web
T003663,C00881,"February 11, 2024",$229.50,3,Web
T001770,C00798,2024-07-05,$279.37,2, mobile
T001067,C00037,2024-12-24,17.32,3,in-store
T002112,C00154,2024-09-18,$234.43,3,Mobile
T003387,C00433,2024-02-01, 243.47 ,1,in-store
T006479,C00900,27/09/2024, 156.86 ,1, mobile
T005199, C00190 ,2024-06-12, 160.68 ,2,WEB 
T004163,C00187,2024-10-13T22:02:00Z,$105.62,3,web
T005075,C00106,"June 21, 2024",$34.32,3,in-store
T000102,C00465,24/11/2024, 164.68 ,2,Web
T001657,C00493,2024-07-20T01:01:00Z, 101.77 ,null,WEB 
T003298,C00853,"February 25, 2024",138.42,3,WEB 
T007125,C00814,"August 21, 2024", 214.28 ,1,web
T002927,C00666,25/01/2024,181.53,4,WEB 
T002008,C00006,18/06/2024,90.61,1,web
T007452,C00282,2024-04-18,37.57,5,Mobile
T003015,C00189,"August 9, 2024",$102.45,1,In-Store
T002442,C00896,"November 22, 2024",103.01,2,in-store
T001320,C00767,2024-02-04T07:07:00Z, 153.65 ,4,In-Store
T007436, C00104 ,2024-01-10,117.28,2,web
T006697,C00082,2024-06-23,$38.67,4,WEB 
T001622,C00504,2024-03-25, 125.04 ,1,web
T003987, C00137 ,2024-04-14,$205.80,3,Mobile
T007973,C00190,2024-12-03,$91.31,5,Mobile
T000696,C00766,04/01/2024, 215.14 ,2,in-store
T006271,C00513,"March 14, 2024",$70.09,1,Web
T006543,C00790,2024-01-20T13:36:00Z,$142.71,4,In-Store
T003235,C00053,2024-10-28T23:51:00Z, 88.44 ,4, mobile
T007657,C00784,03/05/2024,$122.77,1, mobile
T007774,C00473,"December 25, 2024", 5.66 ,1,Web
T007641,C00209,"May 11, 2024", 156.26 ,4,in-store
T004727,C00446,"December 7, 2024", 166.59 ,5,Web
T000411,C00808,"July 18, 2024",$131.07,3,Mobile
T006539,C00252,"June 12, 2024", 129.35 ,2,Web
T006475,C00513,2024-11-24, 117.18 ,3,Mobile
T001767,C00811,10/11/2024,200.35,2,WEB 
T000490,C00474,2024-03-16,$175.44,2,in-store
T003332,C00728,16/11/2024,$178.21,1,in-store
T001170,C00689,2024-09-08, 40.23 ,1,Mobile
T002825,C00511,14/06/2024,$59.25,1,Web
T000576,C00178,2024-05-10,178.34,5,Mobile
T007433,C00640,2024-02-03, 141.46 ,5,web
T000805,C00303,01/09/2024,169.26,5, mobile
T002179,C00305,2024-03-22, 129.16 ,1,In-Store
T003018,C00378,13/11/2024, 157.04 ,4,in-store
T005756,C00362,20/08/2024,260.17,3,web
T007952,C00020,2024-12-12T01:09:00Z, 172.86 ,3,in-store
T005554,C00656,2024-11-04T19:49:00Z,145.34,3,web
T006231, C00557 ,"October 4, 2024", 129.11 ,1,in-store
T000682,C00834,2024-12-12T07:42:00Z,$232.99,3,In-Store
T005277,C00239,2024-12-16T09:57:00Z,215.37,1,in-store
T000783,C00411,2024-08-22, 52.23 ,5,In-Store
T002801,C00532,"May 27, 2024", 156.19 ,1,Mobile
T000320,C00606,2024-04-27, 172.38 ,3,WEB 
T004615,C00449,2024-10-28T15:16:00Z,162.33,1,web
T002730,C00042,09/04/2024, 79.09 ,5,In-Store
T001010,C00628,"August 19, 2024",71.66,3,WEB 
T007306,C00018,2024-07-01, 124.15 ,1,Web
T001393,C00130,05/03/2024,135.39,4,In-Store
